"source","target","total_reviews.x","rating_sum.x","mean_rating.x","total_reviews.y","rating_sum.y","mean_rating.y","n","mean_rating"
"XqpUYK7tjHe_gi0BrNf1sw","uYKwS-biARKgBkk5rY_PaQ",6,25,4.16666666666667,5,24,4.8,11,4.45454545454545
"XqpUYK7tjHe_gi0BrNf1sw","BqD7X5CHXnJ14YbBBlLx1w",6,25,4.16666666666667,7,32,4.57142857142857,13,4.38461538461539
"XqpUYK7tjHe_gi0BrNf1sw","vaq5SJubaZjIoGhgkwxxUA",6,25,4.16666666666667,1,5,5,7,4.28571428571429
"XqpUYK7tjHe_gi0BrNf1sw","xhh72bIFefOaAxsj4vJJaA",6,25,4.16666666666667,1,4,4,7,4.14285714285714
"WnBSlcek6ACsjE0UDJ1l2A","aGbjLWzcrnEx2ZmMCFm3EA",8,34,4.25,36,141,3.91666666666667,44,3.97727272727273
"WnBSlcek6ACsjE0UDJ1l2A","eq6lQI039SBLC6sHm3idGA",8,34,4.25,18,81,4.5,26,4.42307692307692
"WnBSlcek6ACsjE0UDJ1l2A","DO3Gk17RyJVW7zYMCtYPnw",8,34,4.25,10,37,3.7,18,3.94444444444444
"gfdRSaGFthB2HiIVSA1raA","k8bSp5BfCNCKqTXcKALXtw",3,10,3.33333333333333,6,27,4.5,9,4.11111111111111
"WzDvQdS7MQrWK7vyDjdR4Q","GjQbbMwu8OzictyBdgYY5g",7,24,3.42857142857143,10,32,3.2,17,3.29411764705882
"WzDvQdS7MQrWK7vyDjdR4Q","Xhg93cMdemu5pAMkDoEdtQ",7,24,3.42857142857143,16,54,3.375,23,3.39130434782609
"GjQbbMwu8OzictyBdgYY5g","KcWUgvyl64Vp0PfwQRZQkw",10,32,3.2,12,38,3.16666666666667,22,3.18181818181818
"GjQbbMwu8OzictyBdgYY5g","cN6qpVw6RaSrSI-JGGF4Tw",10,32,3.2,3,11,3.66666666666667,13,3.30769230769231
"GjQbbMwu8OzictyBdgYY5g","BqrTtox0JbG-P_DKBB5bBw",10,32,3.2,18,69,3.83333333333333,28,3.60714285714286
"GjQbbMwu8OzictyBdgYY5g","QRXv7Jvq_SuiiT_SKvbdig",10,32,3.2,5,21,4.2,15,3.53333333333333
"GjQbbMwu8OzictyBdgYY5g","DO3Gk17RyJVW7zYMCtYPnw",10,32,3.2,10,37,3.7,20,3.45
"mcWm0MqN4rRKE_3uwhtmkA","6D24UL_dB6CKLvqwkA4-Yg",3,7,2.33333333333333,1,5,5,4,3
"moX-9x1Z76IlcAM3bAu4bg","aGbjLWzcrnEx2ZmMCFm3EA",4,14,3.5,36,141,3.91666666666667,40,3.875
"moX-9x1Z76IlcAM3bAu4bg","8zL3V6rmFKBess3bxPLAoQ",4,14,3.5,4,13,3.25,8,3.375
"moX-9x1Z76IlcAM3bAu4bg","jOuERtVf7QePnK9ZcdH5XA",4,14,3.5,10,35,3.5,14,3.5
"cny9rhnhcYsJuTq2q4wp2A","bdsKG7MQIMmZ73lgOaTZ0A",6,20,3.33333333333333,5,7,1.4,11,2.45454545454545
"cny9rhnhcYsJuTq2q4wp2A","uYKwS-biARKgBkk5rY_PaQ",6,20,3.33333333333333,5,24,4.8,11,4
"bdsKG7MQIMmZ73lgOaTZ0A","uYKwS-biARKgBkk5rY_PaQ",5,7,1.4,5,24,4.8,10,3.1
"s5-VDvUqyYnD8RG3LPqnbQ","ateowLnq6kpgNNWHzCDByQ",26,95,3.65384615384615,18,68,3.77777777777778,44,3.70454545454545
"s5-VDvUqyYnD8RG3LPqnbQ","Hww3i4P9WsVLsTyXrCG89w",26,95,3.65384615384615,3,11,3.66666666666667,29,3.6551724137931
"s5-VDvUqyYnD8RG3LPqnbQ","2QtowmXBL6-4KMpfavljbw",26,95,3.65384615384615,3,12,4,29,3.68965517241379
"s5-VDvUqyYnD8RG3LPqnbQ","sIyHTizqAiGu12XMLX3N3g",26,95,3.65384615384615,42,153,3.64285714285714,68,3.64705882352941
"s5-VDvUqyYnD8RG3LPqnbQ","Ieuv-XET6SR_qIscZzgD-A",26,95,3.65384615384615,3,13,4.33333333333333,29,3.72413793103448
"s5-VDvUqyYnD8RG3LPqnbQ","naLrErBuJr9IWd6_rv6-XQ",26,95,3.65384615384615,6,28,4.66666666666667,32,3.84375
"s5-VDvUqyYnD8RG3LPqnbQ","2e2e7WgqU1BnpxmQL5jbfw",26,95,3.65384615384615,21,83,3.95238095238095,47,3.78723404255319
"s5-VDvUqyYnD8RG3LPqnbQ","k8bSp5BfCNCKqTXcKALXtw",26,95,3.65384615384615,6,27,4.5,32,3.8125
"s5-VDvUqyYnD8RG3LPqnbQ","8zL3V6rmFKBess3bxPLAoQ",26,95,3.65384615384615,4,13,3.25,30,3.6
"s5-VDvUqyYnD8RG3LPqnbQ","tFU2Js_nbIZOrnKfYJYBBg",26,95,3.65384615384615,8,34,4.25,34,3.79411764705882
"s5-VDvUqyYnD8RG3LPqnbQ","DO3Gk17RyJVW7zYMCtYPnw",26,95,3.65384615384615,10,37,3.7,36,3.66666666666667
"s5-VDvUqyYnD8RG3LPqnbQ","xyTJYlbE_MLouK6rCou6zg",26,95,3.65384615384615,6,20,3.33333333333333,32,3.59375
"s5-VDvUqyYnD8RG3LPqnbQ","ASOiJ8MmbBTgK2D1_MQrqg",26,95,3.65384615384615,5,13,2.6,31,3.48387096774194
"KcWUgvyl64Vp0PfwQRZQkw","ateowLnq6kpgNNWHzCDByQ",12,38,3.16666666666667,18,68,3.77777777777778,30,3.53333333333333
"KcWUgvyl64Vp0PfwQRZQkw","w29d_3Ua0_JlOaAk89Sr2w",12,38,3.16666666666667,5,20,4,17,3.41176470588235
"KcWUgvyl64Vp0PfwQRZQkw","LH6aLuXW3yShrn_pzrVe8g",12,38,3.16666666666667,3,7,2.33333333333333,15,3
"KcWUgvyl64Vp0PfwQRZQkw","BqrTtox0JbG-P_DKBB5bBw",12,38,3.16666666666667,18,69,3.83333333333333,30,3.56666666666667
"KcWUgvyl64Vp0PfwQRZQkw","js12Ev8XKlh36gZeGHzQnA",12,38,3.16666666666667,2,5,2.5,14,3.07142857142857
"KcWUgvyl64Vp0PfwQRZQkw","3fV9sL5LklD9ZSeONKmjkw",12,38,3.16666666666667,8,21,2.625,20,2.95
"KcWUgvyl64Vp0PfwQRZQkw","UpMR63WZgIn8VDKnYpDwXA",12,38,3.16666666666667,5,11,2.2,17,2.88235294117647
"KcWUgvyl64Vp0PfwQRZQkw","vW4G1hwiW6LkuhAfbeRfqg",12,38,3.16666666666667,4,13,3.25,16,3.1875
"KcWUgvyl64Vp0PfwQRZQkw","tcphcsPONrP82kUyvcELoA",12,38,3.16666666666667,6,21,3.5,18,3.27777777777778
"KcWUgvyl64Vp0PfwQRZQkw","9CLZ-Uwv3nmOlbbGCIhvrQ",12,38,3.16666666666667,3,9,3,15,3.13333333333333
"KcWUgvyl64Vp0PfwQRZQkw","tFU2Js_nbIZOrnKfYJYBBg",12,38,3.16666666666667,8,34,4.25,20,3.6
"KcWUgvyl64Vp0PfwQRZQkw","4bEjOyTaDG24SY5TxsaUNQ",12,38,3.16666666666667,27,113,4.18518518518519,39,3.87179487179487
"KcWUgvyl64Vp0PfwQRZQkw","DO3Gk17RyJVW7zYMCtYPnw",12,38,3.16666666666667,10,37,3.7,22,3.40909090909091
"KcWUgvyl64Vp0PfwQRZQkw","TwxHMCcRdF_CQb_EZ6kPQQ",12,38,3.16666666666667,3,10,3.33333333333333,15,3.2
"ateowLnq6kpgNNWHzCDByQ","Hww3i4P9WsVLsTyXrCG89w",18,68,3.77777777777778,3,11,3.66666666666667,21,3.76190476190476
"ateowLnq6kpgNNWHzCDByQ","sIyHTizqAiGu12XMLX3N3g",18,68,3.77777777777778,42,153,3.64285714285714,60,3.68333333333333
"ateowLnq6kpgNNWHzCDByQ","zt1TpTuJ6y9n551sw9TaEg",18,68,3.77777777777778,22,67,3.04545454545455,40,3.375
"ateowLnq6kpgNNWHzCDByQ","3fV9sL5LklD9ZSeONKmjkw",18,68,3.77777777777778,8,21,2.625,26,3.42307692307692
"ateowLnq6kpgNNWHzCDByQ","8zL3V6rmFKBess3bxPLAoQ",18,68,3.77777777777778,4,13,3.25,22,3.68181818181818
"ateowLnq6kpgNNWHzCDByQ","UpMR63WZgIn8VDKnYpDwXA",18,68,3.77777777777778,5,11,2.2,23,3.43478260869565
"ateowLnq6kpgNNWHzCDByQ","vW4G1hwiW6LkuhAfbeRfqg",18,68,3.77777777777778,4,13,3.25,22,3.68181818181818
"ateowLnq6kpgNNWHzCDByQ","tcphcsPONrP82kUyvcELoA",18,68,3.77777777777778,6,21,3.5,24,3.70833333333333
"0xSf8B4DBEk8ecV7YYXVUw","BQjGE1Z3nk253XzIZqt8Gg",3,13,4.33333333333333,2,7,3.5,5,4
"0xSf8B4DBEk8ecV7YYXVUw","zt1TpTuJ6y9n551sw9TaEg",3,13,4.33333333333333,22,67,3.04545454545455,25,3.2
"0xSf8B4DBEk8ecV7YYXVUw","bRYNYkMSghVlszXcOtA2XA",3,13,4.33333333333333,1,2,2,4,3.75
"PbfrZVqGWDVWklKKxmVkzw","QbmcCE_cLq4WO8ZMKImaLw",4,17,4.25,22,87,3.95454545454545,26,4
"PbfrZVqGWDVWklKKxmVkzw","WqdCrAhYSewDAom1qY-t_g",4,17,4.25,3,8,2.66666666666667,7,3.57142857142857
"PbfrZVqGWDVWklKKxmVkzw","aSZzH68--YxNQYAO5nKBkA",4,17,4.25,4,16,4,8,4.125
"PbfrZVqGWDVWklKKxmVkzw","2a4OsAIvlWifELjogNPT1Q",4,17,4.25,1,3,3,5,4
"PbfrZVqGWDVWklKKxmVkzw","R4_DQvJzYmWfFn1l-JPZMg",4,17,4.25,1,3,3,5,4
"PbfrZVqGWDVWklKKxmVkzw","voPFKvVFm7b01xUyJixFYA",4,17,4.25,2,10,5,6,4.5
"UjAj7SjUQg8znkwk_gaDJw","sIyHTizqAiGu12XMLX3N3g",11,39,3.54545454545455,42,153,3.64285714285714,53,3.62264150943396
"UjAj7SjUQg8znkwk_gaDJw","nZgYNbl1XlZyyKlISMoG6w",11,39,3.54545454545455,11,33,3,22,3.27272727272727
"UjAj7SjUQg8znkwk_gaDJw","eq6lQI039SBLC6sHm3idGA",11,39,3.54545454545455,18,81,4.5,29,4.13793103448276
"UjAj7SjUQg8znkwk_gaDJw","SwmStS3zjj94aV8M7kYqLg",11,39,3.54545454545455,7,30,4.28571428571429,18,3.83333333333333
"UjAj7SjUQg8znkwk_gaDJw","zTCCbg7mGslxACL5KlAPIQ",11,39,3.54545454545455,6,14,2.33333333333333,17,3.11764705882353
"UjAj7SjUQg8znkwk_gaDJw","M2SjLXsuAy5RNKwxaA5E1g",11,39,3.54545454545455,4,15,3.75,15,3.6
"UjAj7SjUQg8znkwk_gaDJw","mU57qypB4nLScxgowHNEUA",11,39,3.54545454545455,3,6,2,14,3.21428571428571
"UjAj7SjUQg8znkwk_gaDJw","DO3Gk17RyJVW7zYMCtYPnw",11,39,3.54545454545455,10,37,3.7,21,3.61904761904762
"UjAj7SjUQg8znkwk_gaDJw","Q_Rwcv9APBLggk2KAsBEvg",11,39,3.54545454545455,5,17,3.4,16,3.5
"lfmvmL6iHq9-IDABLeNsuw","cMvN1j-LK64zqmT4vnl8NA",5,23,4.6,7,17,2.42857142857143,12,3.33333333333333
"lfmvmL6iHq9-IDABLeNsuw","zt1TpTuJ6y9n551sw9TaEg",5,23,4.6,22,67,3.04545454545455,27,3.33333333333333
"lfmvmL6iHq9-IDABLeNsuw","zTCCbg7mGslxACL5KlAPIQ",5,23,4.6,6,14,2.33333333333333,11,3.36363636363636
"lfmvmL6iHq9-IDABLeNsuw","4EhFsjWBSaSp_5TkkLp7LA",5,23,4.6,3,8,2.66666666666667,8,3.875
"lfmvmL6iHq9-IDABLeNsuw","ASOiJ8MmbBTgK2D1_MQrqg",5,23,4.6,5,13,2.6,10,3.6
"w29d_3Ua0_JlOaAk89Sr2w","LH6aLuXW3yShrn_pzrVe8g",5,20,4,3,7,2.33333333333333,8,3.375
"w29d_3Ua0_JlOaAk89Sr2w","BqrTtox0JbG-P_DKBB5bBw",5,20,4,18,69,3.83333333333333,23,3.8695652173913
"w29d_3Ua0_JlOaAk89Sr2w","9CLZ-Uwv3nmOlbbGCIhvrQ",5,20,4,3,9,3,8,3.625
"w29d_3Ua0_JlOaAk89Sr2w","4bEjOyTaDG24SY5TxsaUNQ",5,20,4,27,113,4.18518518518519,32,4.15625
"Hww3i4P9WsVLsTyXrCG89w","sIyHTizqAiGu12XMLX3N3g",3,11,3.66666666666667,42,153,3.64285714285714,45,3.64444444444444
"Hww3i4P9WsVLsTyXrCG89w","8zL3V6rmFKBess3bxPLAoQ",3,11,3.66666666666667,4,13,3.25,7,3.42857142857143
"y8VQQO_WkYNjSLcq6hyjPA","uyEUL3Oskfa1fOYCksyM8A",5,18,3.6,4,12,3,9,3.33333333333333
"y8VQQO_WkYNjSLcq6hyjPA","QozXMHqNzkVutP-FhcP30w",5,18,3.6,5,12,2.4,10,3
"y8VQQO_WkYNjSLcq6hyjPA","aYEs_eXqnV8Ifj3Bp0bHwQ",5,18,3.6,3,12,4,8,3.75
"y8VQQO_WkYNjSLcq6hyjPA","N50HceZf1595UtU867u4uQ",5,18,3.6,4,15,3.75,9,3.66666666666667
"y8VQQO_WkYNjSLcq6hyjPA","M2SjLXsuAy5RNKwxaA5E1g",5,18,3.6,4,15,3.75,9,3.66666666666667
"y8VQQO_WkYNjSLcq6hyjPA","9CLZ-Uwv3nmOlbbGCIhvrQ",5,18,3.6,3,9,3,8,3.375
"y8VQQO_WkYNjSLcq6hyjPA","aSZzH68--YxNQYAO5nKBkA",5,18,3.6,4,16,4,9,3.77777777777778
"8TbIx8H3FufrHlYZH4IcWg","hINoWktWMam3fJmETzzCDw",1,3,3,1,5,5,2,4
"1Zj3JOukVxyU2kq4Vhju9A","Ieuv-XET6SR_qIscZzgD-A",4,16,4,3,13,4.33333333333333,7,4.14285714285714
"1Zj3JOukVxyU2kq4Vhju9A","aYEs_eXqnV8Ifj3Bp0bHwQ",4,16,4,3,12,4,7,4
"RQYsXLFFefpCNkWkJ3gCnA","cQMfAN2YVUcJn8wK2M_wGw",3,12,4,3,14,4.66666666666667,6,4.33333333333333
"RQYsXLFFefpCNkWkJ3gCnA","PNThcRNEFI3azvfhvhd_KA",3,12,4,3,9,3,6,3.5
"RQYsXLFFefpCNkWkJ3gCnA","jOuERtVf7QePnK9ZcdH5XA",3,12,4,10,35,3.5,13,3.61538461538462
"eiYDLEWkGY6df3sb1z6evw","BqD7X5CHXnJ14YbBBlLx1w",2,9,4.5,7,32,4.57142857142857,9,4.55555555555556
"eiYDLEWkGY6df3sb1z6evw","rP76z9iDOFczywAiee-l7A",2,9,4.5,1,4,4,3,4.33333333333333
"eiYDLEWkGY6df3sb1z6evw","t65wgP7lQrCqxjBpMwOdbw",2,9,4.5,1,3,3,3,4
"2f8o3-FRnq3rwmstUCOZ7A","aGbjLWzcrnEx2ZmMCFm3EA",2,4,2,36,141,3.91666666666667,38,3.81578947368421
"2f8o3-FRnq3rwmstUCOZ7A","9Bnc9YP0n5cR57xkP6fQmQ",2,4,2,5,19,3.8,7,3.28571428571429
"2f8o3-FRnq3rwmstUCOZ7A","83C1eqPfmQHTy_8MC4Ug6w",2,4,2,1,3,3,3,2.33333333333333
"Iyy4pDmnKTZkAorzclO4Eg","alWTl5MRC4VE2t9W1mNSIQ",6,29,4.83333333333333,5,17,3.4,11,4.18181818181818
"Iyy4pDmnKTZkAorzclO4Eg","8_HGHlHsNdCnTsLQYHteAw",6,29,4.83333333333333,2,8,4,8,4.625
"cP6pQuoPKIoaFQBa09e-Vg","KcSJUq1kwO8awZRMS6Q49g",2,6,3,2,6,3,4,3
"U8pLRrR-17w74U5cWLDWmA","iXA8Y2bzvZo8MjALfZxrIg",2,9,4.5,3,13,4.33333333333333,5,4.4
"uyEUL3Oskfa1fOYCksyM8A","ObSi1ZpICXPSO95ZTQByNQ",4,12,3,1,4,4,5,3.2
"uyEUL3Oskfa1fOYCksyM8A","aYEs_eXqnV8Ifj3Bp0bHwQ",4,12,3,3,12,4,7,3.42857142857143
"uyEUL3Oskfa1fOYCksyM8A","N50HceZf1595UtU867u4uQ",4,12,3,4,15,3.75,8,3.375
"uyEUL3Oskfa1fOYCksyM8A","M2SjLXsuAy5RNKwxaA5E1g",4,12,3,4,15,3.75,8,3.375
"uyEUL3Oskfa1fOYCksyM8A","9CLZ-Uwv3nmOlbbGCIhvrQ",4,12,3,3,9,3,7,3
"uyEUL3Oskfa1fOYCksyM8A","aSZzH68--YxNQYAO5nKBkA",4,12,3,4,16,4,8,3.5
"CoHBmblS6DNCx4yH69jiug","QRXv7Jvq_SuiiT_SKvbdig",2,7,3.5,5,21,4.2,7,4
"CoHBmblS6DNCx4yH69jiug","SsTxjxo8qvqBMvan1rzNzg",2,7,3.5,10,38,3.8,12,3.75
"72ngj2ky908bsW9Ae40R0A","DO3Gk17RyJVW7zYMCtYPnw",2,6,3,10,37,3.7,12,3.58333333333333
"aGbjLWzcrnEx2ZmMCFm3EA","OL6SSsa9D7Z4IQIPJ_EGJA",36,141,3.91666666666667,3,12,4,39,3.92307692307692
"aGbjLWzcrnEx2ZmMCFm3EA","sIyHTizqAiGu12XMLX3N3g",36,141,3.91666666666667,42,153,3.64285714285714,78,3.76923076923077
"aGbjLWzcrnEx2ZmMCFm3EA","mDdqifuTrfXAOfxiLMGu5Q",36,141,3.91666666666667,17,64,3.76470588235294,53,3.86792452830189
"aGbjLWzcrnEx2ZmMCFm3EA","eq6lQI039SBLC6sHm3idGA",36,141,3.91666666666667,18,81,4.5,54,4.11111111111111
"aGbjLWzcrnEx2ZmMCFm3EA","zt1TpTuJ6y9n551sw9TaEg",36,141,3.91666666666667,22,67,3.04545454545455,58,3.58620689655172
"aGbjLWzcrnEx2ZmMCFm3EA","dxY1gl4cO4-rEFATCkFUIw",36,141,3.91666666666667,8,25,3.125,44,3.77272727272727
"aGbjLWzcrnEx2ZmMCFm3EA","NYg-hgqjQvq5RDRcV7iv8A",36,141,3.91666666666667,1,3,3,37,3.89189189189189
"aGbjLWzcrnEx2ZmMCFm3EA","QcTj9AgGJA0ifMHCCPNblg",36,141,3.91666666666667,1,2,2,37,3.86486486486486
"aGbjLWzcrnEx2ZmMCFm3EA","LTMEAdWM4m5tIDCSrkALIg",36,141,3.91666666666667,2,10,5,38,3.97368421052632
"aGbjLWzcrnEx2ZmMCFm3EA","x42C5j84k0Y4H20fcJwbRQ",36,141,3.91666666666667,1,5,5,37,3.94594594594595
"aGbjLWzcrnEx2ZmMCFm3EA","8zL3V6rmFKBess3bxPLAoQ",36,141,3.91666666666667,4,13,3.25,40,3.85
"aGbjLWzcrnEx2ZmMCFm3EA","9Bnc9YP0n5cR57xkP6fQmQ",36,141,3.91666666666667,5,19,3.8,41,3.90243902439024
"aGbjLWzcrnEx2ZmMCFm3EA","rBPQuQgTcMtUq5-RYhY2uQ",36,141,3.91666666666667,8,15,1.875,44,3.54545454545455
"aGbjLWzcrnEx2ZmMCFm3EA","SLyacGZuMUKqrQJEooSkjw",36,141,3.91666666666667,7,22,3.14285714285714,43,3.7906976744186
"aGbjLWzcrnEx2ZmMCFm3EA","83C1eqPfmQHTy_8MC4Ug6w",36,141,3.91666666666667,1,3,3,37,3.89189189189189
"OL6SSsa9D7Z4IQIPJ_EGJA","eq6lQI039SBLC6sHm3idGA",3,12,4,18,81,4.5,21,4.42857142857143
"OL6SSsa9D7Z4IQIPJ_EGJA","rBPQuQgTcMtUq5-RYhY2uQ",3,12,4,8,15,1.875,11,2.45454545454545
"OL6SSsa9D7Z4IQIPJ_EGJA","SLyacGZuMUKqrQJEooSkjw",3,12,4,7,22,3.14285714285714,10,3.4
"OL6SSsa9D7Z4IQIPJ_EGJA","YacTpiq0ZptFcXD7I-kdGA",3,12,4,4,19,4.75,7,4.42857142857143
"2QtowmXBL6-4KMpfavljbw","tFU2Js_nbIZOrnKfYJYBBg",3,12,4,8,34,4.25,11,4.18181818181818
"hsM6PF4Of6RMNcQV_c-FVQ","sIyHTizqAiGu12XMLX3N3g",5,19,3.8,42,153,3.64285714285714,47,3.65957446808511
"hsM6PF4Of6RMNcQV_c-FVQ","eq6lQI039SBLC6sHm3idGA",5,19,3.8,18,81,4.5,23,4.34782608695652
"hsM6PF4Of6RMNcQV_c-FVQ","SwmStS3zjj94aV8M7kYqLg",5,19,3.8,7,30,4.28571428571429,12,4.08333333333333
"sIyHTizqAiGu12XMLX3N3g","RE3xkxkjmHQIARrLSIeerg",42,153,3.64285714285714,5,16,3.2,47,3.59574468085106
"sIyHTizqAiGu12XMLX3N3g","eq6lQI039SBLC6sHm3idGA",42,153,3.64285714285714,18,81,4.5,60,3.9
"sIyHTizqAiGu12XMLX3N3g","BqrTtox0JbG-P_DKBB5bBw",42,153,3.64285714285714,18,69,3.83333333333333,60,3.7
"sIyHTizqAiGu12XMLX3N3g","QbmcCE_cLq4WO8ZMKImaLw",42,153,3.64285714285714,22,87,3.95454545454545,64,3.75
"sIyHTizqAiGu12XMLX3N3g","Xhg93cMdemu5pAMkDoEdtQ",42,153,3.64285714285714,16,54,3.375,58,3.56896551724138
"sIyHTizqAiGu12XMLX3N3g","3fV9sL5LklD9ZSeONKmjkw",42,153,3.64285714285714,8,21,2.625,50,3.48
"sIyHTizqAiGu12XMLX3N3g","_xmJB767rROtAy6XepMlkQ",42,153,3.64285714285714,4,11,2.75,46,3.56521739130435
"sIyHTizqAiGu12XMLX3N3g","2e2e7WgqU1BnpxmQL5jbfw",42,153,3.64285714285714,21,83,3.95238095238095,63,3.74603174603175
"sIyHTizqAiGu12XMLX3N3g","a1t31qMLd5fQocEjbSJ61A",42,153,3.64285714285714,2,3,1.5,44,3.54545454545455
"sIyHTizqAiGu12XMLX3N3g","8zL3V6rmFKBess3bxPLAoQ",42,153,3.64285714285714,4,13,3.25,46,3.60869565217391
"sIyHTizqAiGu12XMLX3N3g","J4qLz0nGzCTMf6-kf_SiQg",42,153,3.64285714285714,4,10,2.5,46,3.54347826086957
"sIyHTizqAiGu12XMLX3N3g","szw8OGJlsqaA3i2oe7dn9A",42,153,3.64285714285714,5,16,3.2,47,3.59574468085106
"sIyHTizqAiGu12XMLX3N3g","-5RN56jH78MV2oquLV_G8g",42,153,3.64285714285714,4,18,4.5,46,3.71739130434783
"sIyHTizqAiGu12XMLX3N3g","SLyacGZuMUKqrQJEooSkjw",42,153,3.64285714285714,7,22,3.14285714285714,49,3.57142857142857
"sIyHTizqAiGu12XMLX3N3g","CZjcFdvJhksq9dy58NVEzw",42,153,3.64285714285714,6,19,3.16666666666667,48,3.58333333333333
"sIyHTizqAiGu12XMLX3N3g","mU57qypB4nLScxgowHNEUA",42,153,3.64285714285714,3,6,2,45,3.53333333333333
"sIyHTizqAiGu12XMLX3N3g","tFU2Js_nbIZOrnKfYJYBBg",42,153,3.64285714285714,8,34,4.25,50,3.74
"sIyHTizqAiGu12XMLX3N3g","4bEjOyTaDG24SY5TxsaUNQ",42,153,3.64285714285714,27,113,4.18518518518519,69,3.85507246376812
