"user_id","name","average_stars","review_count","fans","yelping_since"
"QHRSd3vuMLdak5c_zx6Cjg","Joel",3.14,21,2,"2012-07"
"d4m2RjdSjkBAiyMsxY6cRw","Jillian",3.86,22,0,"2014-04"
"TW9QQzsI6FKO9jmBBfc5qA","Michael",4,2,0,"2013-11"
"mFKA0qB4HrcS5gwE0D-h2A","Marc",3.43,33,0,"2012-10"
"Oc-ZZCXRsCzCXAHS4UVvoA","Tamia",3.98,126,2,"2013-03"
"zLmAMcM0j3zqfdTrN_E7Rg","Amanda",2.25,4,0,"2013-07"
"WYDz0ltfNRg45SqjD3ARLw","Sarah",3.5,2,0,"2013-01"
"sGUHAK4SmxxlEcGtjkxIag","William",3.82,121,2,"2011-01"
"DvQtpsz8H1RxuQMLD5182A","Eric",3.44,33,0,"2012-10"
"oSxbax-1w-yUBxA8F3vtqg","Alyssa",3.67,12,0,"2013-06"
"Gc6UfZ3qyt8OS2aDTheSPg","Rob",3.3,21,0,"2009-08"
"xr8TpNtlTeQHanEN3d1X4g","Anjali",5,3,0,"2012-10"
"Ynt9QATr3tur66_OVQNCng","Paul",3.64,53,1,"2011-05"
"ZIxqvG5qjkFN_gdj1VQJZA","Michaela",2.14,7,0,"2012-07"
"kshpa4dCu4BqYi-ql5TmSA","Fred",2.94,18,0,"2011-07"
"OW221LSDcMB96pNAzv-OMg","Akhil",3.64,95,4,"2011-09"
"51xMesGgP3b3pQLnpOj5lQ","Casey",4,42,0,"2011-01"
"DaHJhjMLwzRQgzJE6HL_5g","Lauren",3.84,111,0,"2011-08"
"Rma9IWA8ZWqxU0OWURBSSA","Tom",3.23,26,0,"2014-05"
"BCSmMYR46DrTPi7F-Rq7dw","Rosa",2.33,3,0,"2012-06"
"GR_GPEzzaMtnP99g2_y1uw","Michael",5,2,0,"2011-05"
"815yDGm8zwvtmWrAaaXlqw","Rob",1,3,0,"2013-11"
"3hMP1xJ1egtG913C_fXgDQ","Tamara",3.76,75,0,"2010-04"
"4Qk2u_weQP_mMB3RGxlgQw","Shawn",3.25,8,0,"2011-05"
"9fJn7D_Xsd3f1bsqhQjGag","Shiya",3.88,8,0,"2011-06"
"D2Hwqta3doOqbgVh-6Rs8g","Mary",3.1,20,0,"2011-09"
"2EEOX6LFSvLa6EQKiDKZLA","Laura",4,6,0,"2013-10"
"MvcLuHgZ9d1cJM4pQe2EGA","Curtis",3.43,15,0,"2014-10"
"vj4lbyhD3JVPb0rEhm2W7w","Mike",5,1,0,"2012-04"
"WNPqQuHV1RcQbKUrYOdA2A","Jaime Lyn",4.24,27,0,"2014-02"
"MayZpjenKOSfN6BM597OjQ","Karl",3.99,386,4,"2011-03"
"Mavd__9U4tSB8THRFTiPjQ","Liana",4.75,4,0,"2012-10"
"d096xZBUNnmnUbZCxL2duQ","Camille",3.52,33,1,"2011-09"
"irIG_ciQMgQIL2Jp7k8DmQ","Kevin",4.2,11,1,"2012-06"
"-57_FGqkVF6AXNRQok8GNA","Sam",4.33,18,0,"2013-07"
"zjhST4__CWrnq916VWOK3A","Aimee",4.4,14,0,"2010-10"
"7KxgnoEzl_6IjHWiH7m50g","Danny",3.26,68,0,"2014-02"
"TRcJAZHcut-Z5fzYU0UKag","Greg",5,2,0,"2014-01"
"2MRE7On5kQ2sKxWfYKOi8w","Mark",3.46,14,0,"2010-07"
"9HHTT6VPedCAYErgTwB15A","Kat",3.41,48,0,"2011-07"
"Xupk22gwI5hT4zhUHau70Q","Laurel",4,3,0,"2012-04"
"V1VL5qMxBQYJkzE7H1xLlQ","Kate",2,1,0,"2013-02"
"fjgxKILS6w9JqI5LkNSJWg","Jennifer",3.76,17,0,"2013-11"
"dTzXXIz92I0xkBuifetYLg","Alison",4.52,42,1,"2005-06"
"JHWEFqBAoLhSkdijKqTnCA","Nina",3.23,14,0,"2011-07"
"Ty3TBSaWuwrKShhSlU8Brg","Pat",3.82,11,0,"2013-03"
"LyiMpHT1oF4GMbAwbqWX0g","Carrie",4.75,8,0,"2013-03"
"490Ks8Xo6JaiBneCEMnZZw","Elizabeth",5,4,0,"2013-07"
"OBXJCkDaq11eUxa0RIAURw","Lucretia",3.67,3,0,"2014-04"
"mY080Juh7DTkvLQJSJS1Pw","Brennan",3.26,37,2,"2011-07"
"KAUdmO032Y8RyqSupZGsmw","Paul",3.63,35,2,"2012-01"
"tUh7M7y_G4U8WOnWbLVQ-w","Melissa",5,6,0,"2012-03"
"IRp37XeQIODPj17AycZAlA","Kaitlin",3.73,11,0,"2012-11"
"ZMV40NWDATI7rKJS-QMjvA","Megan",3.59,75,2,"2013-11"
"lW46Vv1HQXHcgaoKeoiIJA","Paul",4,1,0,"2014-05"
"lLmnsl9jR4Sx5vVGlw0IdA","Dee",3.78,1540,111,"2005-07"
"qqto2qrGs8LAvQ3Zew_D8w","Bridget",3.82,22,0,"2012-02"
"XdFJwlut_hXPHyuf9J1xsA","L",4,18,0,"2012-06"
"cOrbRK1ZXTGe5_rG5wFOvA","Jack",3.85,39,0,"2012-08"
"jMyxYzk529rf49yVxw_FBg","Denise",3.67,3,0,"2013-03"
"gSLy4fdXb2smyGGJ7TAxNQ","Rachel",4,61,1,"2011-05"
"DLOvCcl0VhkCS5Ph-fKSfg","Ian",4,1,0,"2012-10"
"yu60U8SUgjslsvHevkrHbA","Hsin-yi",3.67,3,0,"2013-11"
"7uxXuCcpw9-mUS3OJVw8aQ","Jessica",4.14,1647,1298,"2005-07"
"6UwgYh-qeDDwP8UkqMIfvA","Chad",3.9,10,0,"2008-11"
"14v766ba7jx8JV6BC1lJxQ","Natasha",3.44,1021,48,"2008-11"
"y3xWVYHa8Db3hPmhvHAjow","Cory",3.67,23,1,"2012-01"
"J7WU5QTTEk2TnimQsXcCXA","Cara",3.78,111,10,"2012-10"
"585FwptznzGQeyp0lbvHfA","Michael",3.2,10,0,"2011-01"
"ESrbyc_lYdZ8q-mGjBYNBQ","Tiffany",3.25,4,0,"2011-03"
"plLqwZ7Ochq62VSo3w5gEA","Rose",3.36,11,0,"2011-07"
"rFN2wsoeEvOG4NuLQLH9-Q","Stephanie",3,4,0,"2011-09"
"USIGQ32SudmIr0qFchaTWw","Rachel",2.33,4,0,"2012-06"
"HjSQVBCU1TiddGpAUUCNVA","Ryan N Callie",2,4,0,"2013-01"
"sYp_tmhKrfYd7K3PUZxMHA","Steve",2.47,15,0,"2011-03"
"VIJz3g8wWF-_1U-QEJwksg","Matt",3.6,5,0,"2012-08"
"T9wwo_NOaF_3tXFqHznKcg","SA",3,2,0,"2013-06"
"fJnSKYF5d3hZj6pw14IFSQ","Jeff",1,2,0,"2011-11"
"fqvTjuBuDQqoOPHkXIth0g","Anthony",4.62,8,0,"2012-10"
"rY4KJA2Ky9CMeQhX9dOGPQ","Chels",4,24,1,"2013-06"
"6rxn3p-_3VZqv6iMkeDsQA","Chandra",5,2,0,"2014-02"
"6MF4uF1_u0b45jIdGIueuQ","Samuel",4.13,15,0,"2009-08"
"iFolGy950vjjRucUxCCoYg","Claudia",3.09,12,0,"2012-06"
"p1dOksOeJa2PgZ5RSPNdcw","Punanamous",2.76,46,7,"2010-02"
"wDvTmLlsmKq4JhxHhUJjnw","Adele",4.5,4,1,"2010-07"
"Xgip_gySdNbY_ANMTyjb2Q","chris",3.25,64,2,"2005-08"
"qDPHTcJ6VC2-O-aX6tjvkw","Romina",3.69,76,3,"2008-11"
"uXX3C_d7vdkndKFD4rKtkw","Corey",1,1,0,"2012-04"
"N0Y_AcfBe6_d66kR8yxacA","Jules",2.4,9,0,"2013-02"
"T5_r_WRyA5NNZYZ1ii_BFg","Cyrus",5,1,0,"2014-07"
"HUVOJiIA9mAHhxxIxRFUIw","Chris",4,14,0,"2013-01"
"Aa8wrJ07PhJviH8Avja34g","P",3.2,29,0,"2009-08"
"nNSQq_8PBSvXwWR3csBJPw","Nestor",2.9,38,0,"2013-02"
"3yxKb7eLd95v7ccdrU014A","James",3.76,59,1,"2008-11"
"sJPz2aoyU6y54aQb_MOKzQ","Yinsu",4.2,7,0,"2013-11"
"RjvFTEL9r-pz83PloiFDdQ","Andrea",3.86,28,0,"2010-07"
"3ugzBpmp-h9gvFcXPnXMUw","Anna",3.78,27,0,"2010-02"
"eG9O6rIrKDh1CKUH6ecZHw","R",3.5,15,0,"2012-01"
"9Jcv6HKWcY1BIaTOsQmugg","Tracy",3.56,39,2,"2013-02"
"VVP-DVzNITDwFiMyIad6XQ","Amanda",4,11,0,"2013-07"
"cefUoG4Sy3YRewRBvMpbTA","Stephen",1.88,8,0,"2011-09"
"ivqq8axmAP8Uu4Ocvqxkxw","Sherry",4.43,7,0,"2013-11"
"VND9DglPVK0eSvUJvRhlZw","Victoria",3,14,0,"2010-07"
"ruqz_FX8EQKunhKJSsGiFQ","Julie",5,2,0,"2014-07"
"emrbJjR1EpHJPponTfetag","Brandee",3.54,56,2,"2009-08"
"ECHrs1_IG10ULLbAlNn6Eg","Steve",1.5,2,0,"2011-09"
"wsKsRE01m0SvKMP_c7TtMg","Corey",4.75,4,0,"2014-01"
"uGYo-l6Mr9HhNKYaL0Sg0A","Justin",3.31,681,30,"2011-03"
"i0aToSFRKd6PjF3dMY8JLQ","Sean",3.81,22,0,"2013-01"
"8fApIAMHn2MZJFUiCQto5Q","Bennett",3.4,34,1,"2012-11"
"fvOK4TJ2GpjzlMuUZwxAog","Tammy",3.2,5,0,"2014-01"
"osV6QTQilNHP0DBPeIG-KA","Buddy",4,1,0,"2011-09"
"ABcnn76mwilarbccNWgDGg","Marissa",4.06,16,1,"2012-11"
"Y-OOP0AWCz7_1bLPwfNFvA","Glenn",1,1,0,"2014-04"
"kxFyieYMntRXPUGCrmfbLA","Jeffrey",4,6,0,"2012-11"
"it_IM7ak-p_nyOhp6floYQ","Chris",3.5,8,1,"2012-06"
"c8fLr7NDM0Z8cFjgG7fyww","Dave",3.38,420,22,"2005-12"
"A0MAHx9EPcOJ04PxvHekyQ","Edouard",3.25,100,2,"2009-04"
"Cw3cWitjLSw5S1SSzimtkA","Ryan",3.78,9,0,"2011-09"
"Xdp-hcpooY5vVj-F0bmOvw","Pen",3.08,25,1,"2013-10"
"9g1t_7KRaoBN1bzKp6o6AA","Zenobia",5,2,0,"2014-02"
"makGVj0ia45FYq2sf2I3Qw","Jessie",4.07,100,1,"2013-10"
"xMW5jBuzs8zzcd1Q_w02kQ","Ijf",3.68,29,0,"2005-12"
"uEkmKQlgGNJ4DaELeJfDbw","Karl",1,2,1,"2010-07"
"V8x_x9LjXcGiDQZyW5Xs3g","Jeffrey",4.2,15,0,"2011-03"
"HmckzZAXriuGNeSOfDKzoA","Ryan",4,18,1,"2013-02"
"GU5wDBK0vMKc0LAdlfS0EA","Elaine",5,2,0,"2013-07"
"LoTJsme63jApaIWB4_lV_g","Jordan",4.33,6,0,"2013-03"
"UNhOu2XVHy_S0r51YVzlAQ","Sarah",1.33,4,0,"2011-07"
"goumjebcmzWFJuNQwJxbvg","Chelsea",3.86,15,0,"2012-09"
"XGDC15fHp5pahRHoWV42iw","Allyson",4,3,1,"2012-04"
"89n7jU-JgP8ZfEmBHU9H4A","Portia",2.76,302,15,"2008-11"
"gXuKjN45_oZcFIZf4uhf6w","Ellen",3.76,624,39,"2008-11"
"6i-m61aS_Itac7Q4-wncCQ","k",3.39,23,0,"2010-02"
"x1oIODyl8mna7baPf-biQw","Angel",4.39,28,0,"2013-05"
"Kjc6OvEeh1IUuH68vFlN3Q","Elizabeth",3,4,0,"2013-10"
"2w0tPMQxtzsQpGODbHCIZQ","Ayanna",3.42,42,0,"2009-08"
"8FcaBF5ZJKuZy40S0B1dAg","Jeremy",3.43,37,1,"2010-10"
"c4-vYp1qNO0YzTNtalgnIg","Nancy",3.56,19,0,"2014-08"
"5Bo1cEXkJbxIPR6mPIDIRQ","Alex",4.3,135,2,"2009-08"
"kMARFlXEhLxU9N2Wi4miog","Markisha",3.75,4,0,"2013-08"
"_yDD3zmZ1cTr0dzeDX5-2g","Maria",1,1,0,"2014-09"
"5lR5wYK0y0iP8jOO1aFuHQ","T",4,7,0,"2010-02"
"AhxnwK4Y13_s-GVDyALksA","Aaron",3.83,6,0,"2014-09"
"TCIP8b47x-XzkDZ4ynmbOQ","Mike",1.29,8,1,"2012-01"
"zNNJzR0iAW_t2j3b_sXieg","Alice",4.83,12,1,"2013-05"
"4q3czSXkHBPkW21RdzpJ2A","Andrew",3.7,262,16,"2011-05"
"BMZMhev8QNd1WXDgawNpxQ","Adam",3.47,64,2,"2012-10"
"Qn0Zr2mwYpVu0wXcJmvZmg","Lisa",3.67,3,0,"2012-11"
"vMg5FcyHNtH0zAyeIzl3-A","Kaitlyn",3,2,0,"2013-06"
"cb_miaUkOKeoULW2LTq-7w","Tim",4.75,4,0,"2014-07"
"TtsgtV5860ZLGwJPIglC3Q","Bryn",5,2,0,"2011-03"
"fVlrs-9LkcNmqMmYLFt-Ng","Dan",3.29,38,0,"2011-03"
"kkkGqXwBnRDnxCd8PykeIQ","Lisa",1,1,0,"2012-09"
"X_OnYUzJCCthnZIuQVhl4g","Beef",3,3,0,"2013-07"
"-2Nrax4uZRFnKW287o_-YA","Luc",4.33,3,0,"2013-08"
"k8jgE0ko9-hUUN5xwiaGNw","Kurt",4,2,0,"2014-02"
"6NJeL6Nbjft_-WdzH10Mdw","Scott",4.75,4,0,"2011-11"
"U05aYSZbvi2m-koryY1qgg","Mike",3.86,7,0,"2014-01"
"rYYy7e5A83BN946IdAjV2w","Will",4.2,25,0,"2011-07"
"Q6iF2zW_Nzit4l1KScq3CA","Albert",3.64,11,0,"2011-09"
"kPoxkZCsv8Fzj8Ocv2iViw","Lindsey",3.67,3,0,"2013-07"
"oK878qMNJ2wXZFdMpcJieA","John",5,2,0,"2013-08"
"iNg8eXOpK25a42sSIJhUrQ","Tom",3.82,17,0,"2011-05"
"_dxSKSMm-UITJN_MKPfrQA","Max",3.33,3,0,"2013-05"
"9LVYioS3Om_cCWcr03mbdA","Shawna",4.29,74,1,"2010-02"
"QCeZx__k1FG_GrCKLzDv4A","Scott",3,2,0,"2013-12"
"mUdep5LRDlWqswBzPorcpQ","Matthew",3.81,21,0,"2014-05"
"LhgQq1x4n9ardg1PFo8vgg","Dean",3.74,141,6,"2008-12"
"LMUx5EVTWHPUnQqAEdQKXA","Michelle",2.71,7,0,"2013-05"
"rXTcwqJtTUwyLXzDxc0DBQ","Charlotte",2,2,0,"2013-12"
"bLVMrLoIJSIhmEk60T0zpA","Meliss",5,3,0,"2012-01"
"9shgcpzywtWXMB9DstOnNg","Stephanie",4,2,0,"2013-02"
"sJUqV-i-KTFSJ3IoanrB1Q","Cate",3,2,0,"2012-01"
"O8EDnrG5Z2Ar45NvOXdr0Q","Catherine",4.33,3,1,"2013-07"
"-r1J3cJRr7dL-G-HWsNtGQ","Amber",4.07,42,0,"2014-04"
"kzlJ6UhBZ2GkE2Yju_GqsQ","Maia",3.61,365,47,"2008-12"
"cBukCW4SWux7VY0NVb8dFw","Subhasish",3.52,22,0,"2011-04"
"0dPqhmiKfmc-FT19seLvOQ","Jesse",4.42,24,0,"2011-05"
"816quyD8Pt_NfKc5MyLiuQ","Daniel",3,2,0,"2012-06"
"9MmWbiE7txW_OplDAnoaqA","Samantha",3.44,16,0,"2011-07"
"2WtduqTQwk-aDnCdZ-jtpg","Catherine",4.13,15,0,"2012-01"
"xzOTDCUDY5_Wlg8-DCzIOA","Neil",4.25,4,0,"2013-07"
"feunuiLCvZikmms4JzOF3g","Eva",3.3,30,1,"2011-01"
"dwWpGe8GGKN2wlsEPAO07w","Amanda",3.8,5,0,"2011-11"
"xGzViEfSb0ndnpReLecOzw","Joshua",5,3,1,"2012-04"
"Sihp34luBR0ppEYkX3kOHw","Iain",4.2,4,0,"2008-12"
"v3S4ggiPYg0T2cLhs_yHTw","Peter",3.61,232,2,"2009-07"
"pyAc2bAMBvMr9PHhDuWcug","Cameron",3.68,898,54,"2010-02"
"GrMZai2HFr51EB9wj03FKg","Heather",4.5,2,0,"2014-07"
"jzgPuFOEE7vmZDJr200xyQ","Mitchell",5,2,0,"2011-03"
"0IqZrkq4cMyTOUB5vnBS3Q","Jennifer",4.19,16,0,"2011-05"
"cdrTePB4iGQwK52yxYSFdg","Meghan",5,4,0,"2015-01"
"MA713-m2wv51bww8LN2fSA","Barry",3.97,150,10,"2011-01"
"Pna2DDMVN7gF8Ll_VKbU9Q","Lisha",5,1,0,"2013-10"
"Gjm22cteaogDtpQT-mpQ0g","Mitch",4.27,27,1,"2010-07"
"s19g4d6ol7nGnXir3Ly-lA","Alan",3.67,4,0,"2013-02"
"ALrRraxWVfnIl3LmhmDkGQ","Troy",4.4,5,0,"2014-01"
"RPJGvMZnlsQpk0l_QOK_FA","Ingrid",3.7,66,1,"2014-05"
"FOg9dVroDeSU_yOn0EkupA","Amanda",4.33,9,0,"2013-06"
"Br0hRNDvFXLz4AM51GwmMw","Corinne",3.95,55,1,"2013-06"
"3YB29Ir2PJt0OCdlMSIdgA","B",3.25,9,0,"2014-01"
"oL16qoslrK4ZuX0fCVnEdQ","Xavier",3.32,25,0,"2011-08"
"nPFjG6agi4j9veuhlV-Pww","Misty",4.33,3,0,"2012-01"
"WQfdjFtYiFHRAtySe5hCzQ","Charlie",5,2,0,"2013-04"
"R1-m6Euo35LCpLZoYw8-iw","Sara",4.5,2,0,"2013-08"
"747IkWQrHDh4Z-Zb70D_Tw","Mike",2.5,2,0,"2013-12"
"f2l2Trs6c0DbWGMMllmJHg","Matthew",3.72,621,26,"2008-12"
"Fnvly-dMGRFPuC8vQd3Jfw","Jo",3.92,39,1,"2011-11"
"Kh4etCD0C3YQAo2XEZPA6A","Brett",3,2,0,"2014-01"
"V5ItzC0WzEt1nG93j6mKmw","Danielle",4,8,0,"2014-08"
"4fvAOVzdnTSbmUXb84fUdw","Jenni",3.04,25,0,"2010-02"
"oUUtE1gcTBHp0jz0AuUEtg","Robert",4.5,6,0,"2012-07"
"bFZL1kHaRVGNCciqbmsdyQ","Crystal",3.69,29,1,"2013-03"
"GPLqDLsooWAh2bFeS32YJw","Nichole",2.75,16,0,"2011-03"
"9MwpMlxsdcZGA99dMpVizg","Todd",3.56,19,0,"2011-03"
"M9s0P9INsc-EJwhrn55XZg","Jackie",4,10,0,"2012-01"
"oMVzQR-0sdyGsr8jNqfvPA","Tim",3,6,0,"2011-01"
"AkafGBdQ0DjZq6YQd7na0w","Dave",3.5,6,0,"2012-10"
"DBOSxXsg6l2m6hekEpta1A","Jeremy",3.67,3,0,"2014-10"
"TeXMcasiHP8P5myqLYleQA","Anna",5,5,0,"2013-08"
"b1UFjyjJYg93SwG5u9Covg","Samir",2.5,2,0,"2012-02"
"Eko28Eq0OTggPwRpQxT3Xg","Kalie",4.74,27,0,"2010-07"
"XV5B7oX01zK7SqAgG1-YFA","Jim",3.41,32,0,"2014-06"
"nMbAaaaehOYGJFdKgXGIjw","Judy",1,1,0,"2013-07"
"Z1kjR9jujvkSGCHg4a36nw","Bobby",2,3,0,"2012-09"
"ZdY2CPivg2ydcERWzZB5qA","Julia",4,7,0,"2013-06"
"TsNHy3e5pvdvLtMFYHzs8A","Breaker",5,1,0,"2014-04"
"wzmlmR6oVIqTWHDRgKSEGw","Rob",5,1,0,"2013-06"
"yL9aMbRxHoQtcWhefPQNtQ","Jay",4,2,0,"2011-11"
"M7eMDCyRuPHvrU4WuVkfYQ","Brett",4.34,29,0,"2014-06"
"Vy6oxUFDSGCLmNA6GoA1tQ","Rosalind",3.98,263,18,"2006-03"
"vgvGECTxXjSALiTIjtUlXA","Andy",4,21,1,"2008-12"
"-pA8tR3cxoV1LXHzD8prHA","Rita",4.25,4,1,"2012-02"
"rLfdm1e-P15DobDXWBvXcg","Katy",4.27,15,0,"2012-02"
"g7K3_wDsD_yzqvIRpEw0ZA","Halee",4.75,4,0,"2014-06"
"Q8gK7w_S5aJDFsIps4E1OA","Janice",1.67,3,0,"2014-10"
"Dsh4UCo9ny0XCrEJaF4aKg","Bryan",3.5,32,2,"2010-07"
"CiCmxCruMvbXtjQP5FhbLg","John",3.08,48,0,"2014-04"
"tIm0aNnmnQad7GrjbotHXg","Denise",2.33,3,0,"2014-02"
"27XtXU-8FBKEg_QDp9snZA","Maggie",4.06,19,1,"2013-03"
"FRT6qUQDxu98N4fGxRodtA","Anastasia",3.5,2,0,"2014-03"
"FEZZ-K2I5BEwLnTt5Gaecg","Katie",2,1,0,"2013-02"
"eABZuZSaHTAjuarUsibXtA","Sarah",5,3,0,"2013-08"
"_qJ3IlOPklOrcCzebfYuEw","Yingxia",3.68,22,1,"2010-07"
"k5P0-IG2G1M-HkOXq6QNEQ","Jennifer",3.67,6,0,"2012-07"
"aU_zecjEUd8ixDXqWrK2kQ","Tsai",4,1,0,"2014-05"
"koch5tMc9zgHwJo0ScPUvw","John",3.52,40,4,"2010-10"
"3Y2H2vPZU5LnfkNY3HV4nA","John",4.33,3,0,"2014-02"
"uPp_2Ni_-I5jwzfu182Xpw","Jim",2.69,13,0,"2011-03"
"YV310qmt8m6Jw51JI3lgyA","Jen",3.5,4,0,"2010-02"
"ngcZJy-xZWKhZSC6dq-zAA","Nate",2.86,7,0,"2012-01"
"Z99DzIwHxgaOXzRvT5NV1A","Sara",3.99,95,0,"2013-08"
"zKT6LsWRvvPgMl1x3UQgZg","Colleen",4,1,0,"2013-12"
"xMBJG8YtccLHo9yuI9tIdw","Cherry",4.6,6,0,"2014-06"
"uMvNP-V2n1BFIMc5ycY-wA","Ted",5,2,0,"2012-04"
"BVi_ViPVnNWJpwLOhC6m0A","Tiffany",3.74,27,1,"2013-06"
"lsz_NRhBxCcU3BrgSETA7A","Marty",4.83,7,0,"2014-05"
"Vg5ajtOrgbU_ZWxGZsh31w","Michael",5,4,0,"2014-01"
"Xg_9nz5pg6J0jnQtYOHVxg","Kevin",3.25,4,0,"2011-09"
"96ZZbsPp_RRf3oVGfr9CqQ","Gregory",4.75,4,0,"2014-02"
"3K_xCJOOeYEWIDvxK7ESWg","Anzo",2.64,11,0,"2014-09"
"YxOsceZUdSVEpQ7lqjb0JA","Gregory",4,16,0,"2010-07"
"aMpDJp5JeZAGvnxvTNQq2Q","Olivia",5,1,0,"2011-07"
"FWAsS1zP18cPiMaMwdzp8A","Kristin",4.17,6,0,"2012-11"
"YOiT4PXnvxE7-Q35ldWQ6A","Melanie",3.57,192,6,"2006-03"
"2QTrMf28FeX7Q2meTyXKIQ","Janice",3.62,8,0,"2011-02"
"9ZYW_gVYw7RAYnuRIHfJKA","Ricky",3.8,15,0,"2012-01"
"lS44B7_-k2bIK0XEoZjSvg","Walter",3,2,0,"2013-10"
"b6ZBDBkraHtTwGtjEMAZ_g","D",3,12,0,"2010-10"
"zMpMdlQoroYizf7iLPHmAQ","Helena",5,1,0,"2013-02"
"h2FaRJpPMNDwwm0ajKpoCw","Toby",1,1,0,"2013-06"
"A6T2UPZrF7Wh3-K8Vi-XnQ","Sam",5,2,0,"2014-03"
"nmct4pvOGneLHbDlF22nmw","Jason",4.33,6,0,"2009-03"
"96SEbSSBCf8PsG01I2cciA","Kirsten Zka Zanee",2.5,2,0,"2012-11"
"Db56Mb4oagMKaPlTqtBirg","Bernadette",4.67,2,0,"2014-08"
"XGuHb-N8GZ8JUKNHoZG1bQ","L",3.91,63,0,"2008-12"
