"user_id","business_id","stars"
"O2YbRBy_qGoQtEEKrmk9jQ","ZL6DNzyenFm9Kpz6uADlNg",5
"MA713-m2wv51bww8LN2fSA","ZL6DNzyenFm9Kpz6uADlNg",3
"VZeeQf9NGimiUs4xKZEA8g","ZL6DNzyenFm9Kpz6uADlNg",1
"jfvv8uvdSJYa5NWEAloxpQ","OcTG-KzDleuRub-pb6JS3Q",5
"bYHYrDEjj5vwoa4U55RSNg","OcTG-KzDleuRub-pb6JS3Q",3
"teYBWMdKglE434fUM5601Q","Y2p07YEC8xOsYTHWf0UxiA",1
"tn0EqWiKmv_wogIQvarX4A","Y2p07YEC8xOsYTHWf0UxiA",3
"NYKQu45n9pEmoRdQ9vYhIw","g58NW9q4F09wTMiI7EIjmg",5
"Sk4Aqh84akuoTHmn5Rx5aA","g58NW9q4F09wTMiI7EIjmg",1
"BRWXr4w4zWEzFmKn5NzxyA","g58NW9q4F09wTMiI7EIjmg",1
"OJ02OohAV4f8cQZofvHnmg","g58NW9q4F09wTMiI7EIjmg",5
"IoyfYdVB8icWZD4XUl0X0g","g58NW9q4F09wTMiI7EIjmg",4
"crSOvdVYZaH6cgQElQHHfg","g58NW9q4F09wTMiI7EIjmg",1
"E62SZVU_FsbCYaVnMRs4TA","g58NW9q4F09wTMiI7EIjmg",4
"57kmdBfFM28OQtJInGciPA","Pu5uzlZ05pqVlx6LcZbfgw",3
"-Gdjho_gZhgTXkYmSPy0qw","83_p9vIqOq1TUIf3_GD7bA",4
"ulik60Aw4MMl3fKi78B_fg","83_p9vIqOq1TUIf3_GD7bA",4
"hru2IDwSyN61sgWPtJw_hA","83_p9vIqOq1TUIf3_GD7bA",5
"jfvv8uvdSJYa5NWEAloxpQ","83_p9vIqOq1TUIf3_GD7bA",4
"JLS56V5lhErpFUjZ8N8VrA","83_p9vIqOq1TUIf3_GD7bA",4
"Pko7-1W-Ahj8cm0AG8glnA","83_p9vIqOq1TUIf3_GD7bA",5
"uXPeEgU4WJQNucjFHyo32w","83_p9vIqOq1TUIf3_GD7bA",5
"RSExP0-Boucr4QyIEzZi0A","83_p9vIqOq1TUIf3_GD7bA",4
"SlKJNLm1SQdgaaKtqD--1w","83_p9vIqOq1TUIf3_GD7bA",5
"k2v6e52IAL1daBeNogxBqw","83_p9vIqOq1TUIf3_GD7bA",3
"4tzuxIVry4xkOR9vbpgjrw","83_p9vIqOq1TUIf3_GD7bA",4
"uBJdhU6SLdEYaS60Ay4Hbg","83_p9vIqOq1TUIf3_GD7bA",5
"1WqpSJymTR_FuVXOo8kxzw","83_p9vIqOq1TUIf3_GD7bA",2
"4B3hc20yaGaSvWYmJInMiQ","83_p9vIqOq1TUIf3_GD7bA",3
"RhpNRexPihjkKcmVBBNQoA","83_p9vIqOq1TUIf3_GD7bA",4
"y9Q2mHM8av_2fiqvvers-Q","83_p9vIqOq1TUIf3_GD7bA",5
"6dRrPsHJvcxMg3meqg434A","83_p9vIqOq1TUIf3_GD7bA",3
"VuZ9T8v1VxZ1tcizAL9RPg","83_p9vIqOq1TUIf3_GD7bA",1
"k1KEPJ6Ku_3bgJ_lDZ4ukA","83_p9vIqOq1TUIf3_GD7bA",5
"ju8ck6-Yd0vaGp4zrrFIww","83_p9vIqOq1TUIf3_GD7bA",1
"41oeFT2tphAbxrdHJUrq1A","83_p9vIqOq1TUIf3_GD7bA",5
"JHj5hoeALLJ-sSYn6qYe0Q","83_p9vIqOq1TUIf3_GD7bA",4
"pP19w645y25s2MglBN_ZSg","Ts4xsKPU7FNPPZRj-nRjIg",4
"R5JRhkHCz3ZWUb7b4ri-qA","Ts4xsKPU7FNPPZRj-nRjIg",2
"hru2IDwSyN61sgWPtJw_hA","Ts4xsKPU7FNPPZRj-nRjIg",2
"pEmotDjeQUhh0-6ps0TBng","Ts4xsKPU7FNPPZRj-nRjIg",1
"Qn4GsRmZ3C63DVpcN6fKeQ","Ts4xsKPU7FNPPZRj-nRjIg",3
"-6rEfobYjMxpUWLNxszaxQ","Ts4xsKPU7FNPPZRj-nRjIg",1
"2UC3rwRm6swuNFt_GhKOhw","Ts4xsKPU7FNPPZRj-nRjIg",1
"sMrUJUsVITVPAItMJyMlOg","Ts4xsKPU7FNPPZRj-nRjIg",4
"wcrmyTYjxaY27adqMddZtg","Ts4xsKPU7FNPPZRj-nRjIg",4
"5gi8yR20fvnim2dg3n-MpQ","Ts4xsKPU7FNPPZRj-nRjIg",2
"vcZFBFe-nF60JmwIbJ1f2Q","Ts4xsKPU7FNPPZRj-nRjIg",3
"RSExP0-Boucr4QyIEzZi0A","Ts4xsKPU7FNPPZRj-nRjIg",1
"EtTP2C4qgZfcB3MFAHoiMw","Ts4xsKPU7FNPPZRj-nRjIg",1
"WzaaorVCmUTQvu4mScunNg","Ts4xsKPU7FNPPZRj-nRjIg",3
"onyPs8zXhsirI0DhSpwKBQ","Ts4xsKPU7FNPPZRj-nRjIg",1
"_F1RVXSEgfjKje9LJZD-ug","Ts4xsKPU7FNPPZRj-nRjIg",3
"Pc2ezRRHcXUXWXmZutQPeg","Ts4xsKPU7FNPPZRj-nRjIg",4
"j2UOrL-m5tvtqKXV4-RkYw","Ts4xsKPU7FNPPZRj-nRjIg",4
"ej0nxU7tgG5iTWV0olJYhw","Ts4xsKPU7FNPPZRj-nRjIg",1
"MlqlKOdz1MshRLjEA2_08A","Ts4xsKPU7FNPPZRj-nRjIg",2
"Oc-ZZCXRsCzCXAHS4UVvoA","UtWJ8NGMg-3z28s0RzlUoQ",3
"sv6tpqP2oMgBS7nv3JW2lA","UtWJ8NGMg-3z28s0RzlUoQ",3
"2jkE2AhFum7t3jHSngMZtg","UtWJ8NGMg-3z28s0RzlUoQ",2
"mLy7grqTyyrXwbuiGOnA0A","UtWJ8NGMg-3z28s0RzlUoQ",4
"mTlGYsr7XGzMWfnK9h8HRQ","UtWJ8NGMg-3z28s0RzlUoQ",2
"_dxSKSMm-UITJN_MKPfrQA","UtWJ8NGMg-3z28s0RzlUoQ",3
"cAgAcYuNnsUI8l9vWtLoqw","bZcqORBnVApUA2-SEn7VEQ",1
"qZbgGiWIi52GL7o3ot5ckw","bZcqORBnVApUA2-SEn7VEQ",1
"ylIgegaQaJOjL4_lH2EkFA","B9C6j80ob0f1pwi1Cnnd1Q",5
"N8koJfNRHsL6ZcQsitYPtw","B9C6j80ob0f1pwi1Cnnd1Q",3
"K1oHkXNn1ZRmdnSN5AFsGw","B9C6j80ob0f1pwi1Cnnd1Q",3
"o9XGClSBzCsQxbcCzTPdnQ","B9C6j80ob0f1pwi1Cnnd1Q",3
"dTZvPca9WM7T1IBKgy0FJQ","B9C6j80ob0f1pwi1Cnnd1Q",3
"RSExP0-Boucr4QyIEzZi0A","B9C6j80ob0f1pwi1Cnnd1Q",4
"pbTCJlpf7JDjkVIrzJ6Z-w","B9C6j80ob0f1pwi1Cnnd1Q",3
"ABcnn76mwilarbccNWgDGg","B9C6j80ob0f1pwi1Cnnd1Q",1
"9OZH1Ecw-qUkCW5MS0NefA","B9C6j80ob0f1pwi1Cnnd1Q",3
"yCVME7srvV4oC2bLj9TkAA","B9C6j80ob0f1pwi1Cnnd1Q",1
"Q3fFv_ft17OyV-NRF1iQxw","2SwC8wqpZC4B9iFVTgYT9A",4
"3CxWftKJAqpsYRW0FqIWeg","2SwC8wqpZC4B9iFVTgYT9A",5
"-Xfg9zGbrqzv0CNVyJEjEA","2SwC8wqpZC4B9iFVTgYT9A",4
"hZelXy7fk1fwICGvH6OMrQ","2SwC8wqpZC4B9iFVTgYT9A",4
"tHniTtWA8JWhdvZKQUVLKA","2SwC8wqpZC4B9iFVTgYT9A",4
"D1G8W0SgCbsKTv7cAqKcNg","2SwC8wqpZC4B9iFVTgYT9A",4
"5otX11v4iOPPpHw1Rj4q0A","2SwC8wqpZC4B9iFVTgYT9A",4
"prt4Pvu69WGv5pc87RuLMQ","2SwC8wqpZC4B9iFVTgYT9A",4
"at2kL1jpVSCJud7G0FER4g","2SwC8wqpZC4B9iFVTgYT9A",5
"Cr6xqCWkuh1L927NKtDnbA","2SwC8wqpZC4B9iFVTgYT9A",5
"-la6YVHqiwf2fR8o617mBQ","2SwC8wqpZC4B9iFVTgYT9A",5
"cp2PUYtZQXrYzhRm7uwXEg","2SwC8wqpZC4B9iFVTgYT9A",5
"tQjvFcsbpUre8zRRpK7zMw","2SwC8wqpZC4B9iFVTgYT9A",2
"OBYnJ1CRoyQ8CM7hJWQikQ","2SwC8wqpZC4B9iFVTgYT9A",1
"DLu1Bum8EXNE62xno-v0VA","2SwC8wqpZC4B9iFVTgYT9A",4
"x1tqIO9G1RX3qd6Y4TsHXg","2SwC8wqpZC4B9iFVTgYT9A",4
"el4dtB5KTw_JEq4IaDnbFQ","2SwC8wqpZC4B9iFVTgYT9A",5
"w05oRQtkxYQ2tRMOYuYwNQ","2SwC8wqpZC4B9iFVTgYT9A",5
"q4_kY8bBeigYPVS0Ak7QGg","2SwC8wqpZC4B9iFVTgYT9A",4
"mm74T3QGdlQfVztg4llP5w","2SwC8wqpZC4B9iFVTgYT9A",4
"sQ00JMYC6Zd2YCIC-drYew","2SwC8wqpZC4B9iFVTgYT9A",2
"veXe0b70eNJtWt4KSawZ3A","2SwC8wqpZC4B9iFVTgYT9A",4
"BmzYNokqBWJMVl5w0igg_A","2SwC8wqpZC4B9iFVTgYT9A",5
"kWkgwRxqWD-h260dMTkHUA","2SwC8wqpZC4B9iFVTgYT9A",5
"5ZC_Tq2pT7fvCY3Ft2NIBQ","2SwC8wqpZC4B9iFVTgYT9A",5
"SLD3zcm8-XkHvD87gNMGhA","2SwC8wqpZC4B9iFVTgYT9A",5
"J_q8jN623uew8ZzMChXBCA","2SwC8wqpZC4B9iFVTgYT9A",4
"D3jHbQTaI27qrIB1xmi3vg","2SwC8wqpZC4B9iFVTgYT9A",4
"hru2IDwSyN61sgWPtJw_hA","2SwC8wqpZC4B9iFVTgYT9A",5
"u1KESST6ATusVrn7F6HUvw","2SwC8wqpZC4B9iFVTgYT9A",4
"combFPPT06VTOG453ZBXww","2SwC8wqpZC4B9iFVTgYT9A",5
"fNyEbGVlSroUtOyZrT-Ykw","2SwC8wqpZC4B9iFVTgYT9A",4
"f3z4VItrhUYgvIIEXdavxw","2SwC8wqpZC4B9iFVTgYT9A",5
"VLYezdNbbn1EAg60fVfJPA","2SwC8wqpZC4B9iFVTgYT9A",4
"JFxN23s3ZniO7ZI_Wg7V5w","2SwC8wqpZC4B9iFVTgYT9A",4
"o9XGClSBzCsQxbcCzTPdnQ","2SwC8wqpZC4B9iFVTgYT9A",5
"GDQXRiloXYsg-BqQvIQTAw","2SwC8wqpZC4B9iFVTgYT9A",5
"et5s-zUcDnWS70Wtmi4aEA","2SwC8wqpZC4B9iFVTgYT9A",5
"EdAKN2yqdA-H5tfGHGU5hQ","2SwC8wqpZC4B9iFVTgYT9A",5
"7DPN-N9nrocsX5ge9zheOA","2SwC8wqpZC4B9iFVTgYT9A",5
"MA713-m2wv51bww8LN2fSA","2SwC8wqpZC4B9iFVTgYT9A",5
"yyFAzHVKoYJp0qOJMlEpAA","2SwC8wqpZC4B9iFVTgYT9A",2
"q4_kY8bBeigYPVS0Ak7QGg","2SwC8wqpZC4B9iFVTgYT9A",4
"WWEsFYU7Xx01TNXi55nc0w","2SwC8wqpZC4B9iFVTgYT9A",1
"yyFAzHVKoYJp0qOJMlEpAA","2SwC8wqpZC4B9iFVTgYT9A",5
"Q3fFv_ft17OyV-NRF1iQxw","2SwC8wqpZC4B9iFVTgYT9A",5
"JmjpDIUvwcRfJzL_AkBFlg","2SwC8wqpZC4B9iFVTgYT9A",3
"IQIYDSfkFgTBedc3rbw4qw","2SwC8wqpZC4B9iFVTgYT9A",5
"2qp-XuRq7w73yL4uyGg6-Q","2SwC8wqpZC4B9iFVTgYT9A",5
"JnKYwlH7_JEBstDXqYkiqA","2SwC8wqpZC4B9iFVTgYT9A",5
"cfrr_gmAICGhaIstInD2YQ","2SwC8wqpZC4B9iFVTgYT9A",5
"RSExP0-Boucr4QyIEzZi0A","2SwC8wqpZC4B9iFVTgYT9A",3
"ZDsneygztCiyFpkwSV0oTQ","2SwC8wqpZC4B9iFVTgYT9A",4
"WCoToxaQONsY2duLplFxcg","2SwC8wqpZC4B9iFVTgYT9A",5
"zYdFH6R1fKGJWgqcYEg5bw","2SwC8wqpZC4B9iFVTgYT9A",4
"5Owl5siqnImojW2u6Fivig","2SwC8wqpZC4B9iFVTgYT9A",5
"sPQ10u9ZsrCVCKhQylFxgQ","2SwC8wqpZC4B9iFVTgYT9A",5
"dIYbC8xdI5XftHWgdHQEBg","2SwC8wqpZC4B9iFVTgYT9A",4
"DLu1Bum8EXNE62xno-v0VA","2SwC8wqpZC4B9iFVTgYT9A",5
"e1fW8uvx20L4gS_n4h0Jig","2SwC8wqpZC4B9iFVTgYT9A",4
"uDIecT9tlTj1XIeqoyZUyg","2SwC8wqpZC4B9iFVTgYT9A",4
"Qu7zKtT8J277IwEjNwABpQ","2SwC8wqpZC4B9iFVTgYT9A",4
"-aac2zISNpOBTWHQqZIJIw","2SwC8wqpZC4B9iFVTgYT9A",5
"qQj0cH3dvUpPM5_sDRdrwQ","2SwC8wqpZC4B9iFVTgYT9A",5
"5s0YP_ZMshAYPb0VdSfukw","2SwC8wqpZC4B9iFVTgYT9A",5
"57tPrvg7i2R3QjsxTiY-Xg","2SwC8wqpZC4B9iFVTgYT9A",3
"p6xdm1i8V5P5JiI0BzWXkw","2SwC8wqpZC4B9iFVTgYT9A",5
"4skydOdb4Fy7_LY1t6p8sw","2SwC8wqpZC4B9iFVTgYT9A",5
"V558m9ZYvjEyqZNEL8T5eg","2SwC8wqpZC4B9iFVTgYT9A",5
"GGcTovT_hltyA5OEixFuYA","2SwC8wqpZC4B9iFVTgYT9A",5
"ExhX3VWbqeJANZmyERg66w","2SwC8wqpZC4B9iFVTgYT9A",4
"nfOglfDZwodDdLyacbpP6g","2SwC8wqpZC4B9iFVTgYT9A",5
"RPJGvMZnlsQpk0l_QOK_FA","2SwC8wqpZC4B9iFVTgYT9A",4
"6MQjQ3jfCUUxItIvKadJsw","2SwC8wqpZC4B9iFVTgYT9A",4
"UFXYjUKc63dLF8n8Jq605g","2SwC8wqpZC4B9iFVTgYT9A",5
"0AXnIyQxkO8_NkOsGEDIQw","2SwC8wqpZC4B9iFVTgYT9A",5
"RZexEV3znstGFrImRkJtSw","2SwC8wqpZC4B9iFVTgYT9A",5
"vZ9U0ikFI2K8_QTlKwh3FA","2SwC8wqpZC4B9iFVTgYT9A",2
"5_GNc6DHiOOSH47ZjmOG_Q","2SwC8wqpZC4B9iFVTgYT9A",5
"AAzzf91szCG9FOu7DH9oYA","2SwC8wqpZC4B9iFVTgYT9A",3
"TFSgzN0MLgKE4OkGQ1nW0g","2SwC8wqpZC4B9iFVTgYT9A",5
"yVyOedgM0Eb-KBU63k9fvA","2SwC8wqpZC4B9iFVTgYT9A",4
"AAzzf91szCG9FOu7DH9oYA","2SwC8wqpZC4B9iFVTgYT9A",5
"EZRwXVx7rypSLF6xhy57KQ","2SwC8wqpZC4B9iFVTgYT9A",4
"EZRwXVx7rypSLF6xhy57KQ","2SwC8wqpZC4B9iFVTgYT9A",2
"rOs5ezqPyecAHV3WM-c9Jg","2SwC8wqpZC4B9iFVTgYT9A",4
"E9LEcPIM2zr5JJHkyoo1xA","2SwC8wqpZC4B9iFVTgYT9A",5
"NZKATMk1tIv3HflQ5dNucw","2SwC8wqpZC4B9iFVTgYT9A",4
"9OZH1Ecw-qUkCW5MS0NefA","2SwC8wqpZC4B9iFVTgYT9A",5
"TT9mgd3WgJnC53sANmJ8mg","2SwC8wqpZC4B9iFVTgYT9A",1
"rFnChnQI0pzeQIsJqFnHqQ","2SwC8wqpZC4B9iFVTgYT9A",5
"plNKzNhFP4fzAvfBlfET7Q","2SwC8wqpZC4B9iFVTgYT9A",4
"rhTLohjD6QzSY5848CG8UQ","2SwC8wqpZC4B9iFVTgYT9A",3
"DolB_hQC2YsU0okKNiyopw","2SwC8wqpZC4B9iFVTgYT9A",3
"XFLn8hRmzikg2GGB5eRNug","2SwC8wqpZC4B9iFVTgYT9A",5
"Hys6HzKi24j2809kI_7dKA","2SwC8wqpZC4B9iFVTgYT9A",5
"veXe0b70eNJtWt4KSawZ3A","2SwC8wqpZC4B9iFVTgYT9A",3
"WlDhFwOFx4e5Hxl74K-Mwg","PzG0XmAmtXFs6Fdnubf41g",1
"UnGPr6ZnGe9YOSZRopnS5g","PzG0XmAmtXFs6Fdnubf41g",4
"Qet_aYhh0MuESIG4l4V3NA","PzG0XmAmtXFs6Fdnubf41g",3
"iurbZ56AKx-c47IFL8UsSg","PzG0XmAmtXFs6Fdnubf41g",2
"-Gdjho_gZhgTXkYmSPy0qw","PzG0XmAmtXFs6Fdnubf41g",2
"tQjvFcsbpUre8zRRpK7zMw","PzG0XmAmtXFs6Fdnubf41g",5
"0P58MD0FRVI6pTVKUpd7YA","PzG0XmAmtXFs6Fdnubf41g",5
"TYdOKKLtA7LITxV7Y2_wjA","PzG0XmAmtXFs6Fdnubf41g",3
"1yx0gSI8CipOtjnK7ME-lA","PzG0XmAmtXFs6Fdnubf41g",5
"2zR3e92L3F_yAykNJB7Mfw","PzG0XmAmtXFs6Fdnubf41g",5
"ea445QUfkX8kcJsfygRCJw","PzG0XmAmtXFs6Fdnubf41g",4
"jR_zE_9TEcY4_vrTeKNXlA","PzG0XmAmtXFs6Fdnubf41g",5
"-xisRcx9_26BYuJ_WQQweQ","PzG0XmAmtXFs6Fdnubf41g",4
"KR7R5PrrbMsLMsNcntHvAA","PzG0XmAmtXFs6Fdnubf41g",5
"JnxAd1nes70A-uU1MpVbLQ","PzG0XmAmtXFs6Fdnubf41g",5
"MX8pg-Au6v_SZ7iTkZdf9A","PzG0XmAmtXFs6Fdnubf41g",4
"7VBi20rKww6I9Y4ypdn5mw","PzG0XmAmtXFs6Fdnubf41g",2
"CYan-8JIP5XDLC3f7pUClg","PzG0XmAmtXFs6Fdnubf41g",5
"XSMHjcozhfOXLLC2MIOD7w","PzG0XmAmtXFs6Fdnubf41g",4
"nEYPahVwXGD2Pjvgkm7QqQ","PzG0XmAmtXFs6Fdnubf41g",4
"m6rM1Ts86N6LkD8C7o4XdA","PzG0XmAmtXFs6Fdnubf41g",3
"rCEI0L8c5qfhYdow1PWXMA","PzG0XmAmtXFs6Fdnubf41g",4
"5pDzzV3UF2UIEQIX4zyAbA","PzG0XmAmtXFs6Fdnubf41g",4
"pDSrNv58nmSbN3tH08nlNw","PzG0XmAmtXFs6Fdnubf41g",4
"RhpNRexPihjkKcmVBBNQoA","PzG0XmAmtXFs6Fdnubf41g",4
"q7MrNVt1FE23rwtWmPYWHg","lHP5STO7aomlEQixH8m1aA",4
"e7iHB7gZbVuD-UvJVKe3cQ","lHP5STO7aomlEQixH8m1aA",4
"F5jqYwpMF1yPI3epgnsZKA","lHP5STO7aomlEQixH8m1aA",5
"zHen8sNi0yLol7dxUqnwLg","lHP5STO7aomlEQixH8m1aA",5
"IKAq5_BBjIn-uTtYkfhdYw","lHP5STO7aomlEQixH8m1aA",5
"XyTeMBHHNegjEMAf0v43UA","lHP5STO7aomlEQixH8m1aA",4
"YEjPu9A3obycvgdI2UgdAg","lHP5STO7aomlEQixH8m1aA",2
"o9XGClSBzCsQxbcCzTPdnQ","lHP5STO7aomlEQixH8m1aA",4
"LoTJsme63jApaIWB4_lV_g","lHP5STO7aomlEQixH8m1aA",5
"vt5orhnlLhCYWoj1ATPmQg","lHP5STO7aomlEQixH8m1aA",2
"kWkgwRxqWD-h260dMTkHUA","lHP5STO7aomlEQixH8m1aA",4
"SlKJNLm1SQdgaaKtqD--1w","lHP5STO7aomlEQixH8m1aA",4
"qUPwH9Vvx65RxcGgZL-f7A","lHP5STO7aomlEQixH8m1aA",5
"NZKATMk1tIv3HflQ5dNucw","lHP5STO7aomlEQixH8m1aA",4
"vZ9U0ikFI2K8_QTlKwh3FA","lHP5STO7aomlEQixH8m1aA",1
"oKS9CT5nniGb0rMeNdtY0Q","lHP5STO7aomlEQixH8m1aA",4
"hru2IDwSyN61sgWPtJw_hA","lHP5STO7aomlEQixH8m1aA",4
"SNGczkzo8k6xV2O_Bp9_4Q","lHP5STO7aomlEQixH8m1aA",5
"tVdd9PpelLrWbqykEFb8jA","lHP5STO7aomlEQixH8m1aA",3
"ihZulJIQ88ebAZXlpO0P1Q","lHP5STO7aomlEQixH8m1aA",1
"FvD0O2h9rf2O9HtpIu2cCA","lHP5STO7aomlEQixH8m1aA",2
"pbTCJlpf7JDjkVIrzJ6Z-w","lHP5STO7aomlEQixH8m1aA",4
"UnGPr6ZnGe9YOSZRopnS5g","-iVcmhjfq79QoTWzrb6pKg",3
"L2ne7hSJDy0U6sBD8wVaQA","-iVcmhjfq79QoTWzrb6pKg",4
"8fApIAMHn2MZJFUiCQto5Q","-iVcmhjfq79QoTWzrb6pKg",3
"GBSOk-2JkRyHJb3di2KesQ","-iVcmhjfq79QoTWzrb6pKg",4
"HKRvvM4O8TCtQrjRolYlkg","-iVcmhjfq79QoTWzrb6pKg",3
"5gGq73p291r7MPrnMCuQ8g","-iVcmhjfq79QoTWzrb6pKg",4
"_5DehTLyFIH5kQv18Iv_qA","-iVcmhjfq79QoTWzrb6pKg",5
"yMZt1894jh7W1NJsg3xBig","-iVcmhjfq79QoTWzrb6pKg",5
"P0vjhhjqes_KG7xQ4xU1DQ","-iVcmhjfq79QoTWzrb6pKg",5
"Z-TW_TppnxT4TkFeavNaQw","-iVcmhjfq79QoTWzrb6pKg",5
"MRbIFFPJChCmHLHWXe9haw","-iVcmhjfq79QoTWzrb6pKg",5
"BoSz7ToyKU6kG0oSs9NHtA","-iVcmhjfq79QoTWzrb6pKg",5
"MQ1QmzOTZ6Ok1WLe3h_CQw","-iVcmhjfq79QoTWzrb6pKg",5
"jR_zE_9TEcY4_vrTeKNXlA","-iVcmhjfq79QoTWzrb6pKg",5
"6rR83Un71x8KWnW9-oJfqA","-iVcmhjfq79QoTWzrb6pKg",4
"ulBPsvKRu42CGJ0_7JS6Qw","-iVcmhjfq79QoTWzrb6pKg",5
"zMpMdlQoroYizf7iLPHmAQ","l_Wey2YC6NvVUIH8vTygGg",5
"O_4puoxYSG3iu7zyyr1NVw","l_Wey2YC6NvVUIH8vTygGg",5
"-la6YVHqiwf2fR8o617mBQ","l_Wey2YC6NvVUIH8vTygGg",5
"1zJL9PogiFyd_NhGcbgs7Q","l_Wey2YC6NvVUIH8vTygGg",1
"13NqRQ3cHMGrJvuWbiqy1w","l_Wey2YC6NvVUIH8vTygGg",1
"Bj-Obkb0gFXyk4TKeenvBg","l_Wey2YC6NvVUIH8vTygGg",5
"pxMn35BEp--FYuJYfLY_gA","l_Wey2YC6NvVUIH8vTygGg",5
"V601cA1jLqTHKNmj-8DxPA","l_Wey2YC6NvVUIH8vTygGg",3
"043GttuQ7d_kDvQemhLjxQ","l_Wey2YC6NvVUIH8vTygGg",4
"gpBJN22Qu0YS4JYz2aeIrQ","l_Wey2YC6NvVUIH8vTygGg",4
"2kuXVRcBrsEJrRToKE1SRg","l_Wey2YC6NvVUIH8vTygGg",5
"59A-ZxUMOgIl2MAnySh-Aw","l_Wey2YC6NvVUIH8vTygGg",4
"AMuyuG7KFWJ7RcbT-eLWrQ","l_Wey2YC6NvVUIH8vTygGg",4
"DaAqV6oNCzFjEbUHZ-aAcA","l_Wey2YC6NvVUIH8vTygGg",5
"d6Npdgrei0-QuuzAiwHU5w","l_Wey2YC6NvVUIH8vTygGg",5
"GxiQVUJnbqXGkr8cUJ0qPw","l_Wey2YC6NvVUIH8vTygGg",5
"T8HuzqYy9JvlcihoW2w-tQ","l_Wey2YC6NvVUIH8vTygGg",3
"y3i5Pyozp5rCLfbViM1cJA","l_Wey2YC6NvVUIH8vTygGg",5
"wipdUMuflYYJVElCuWyxWg","l_Wey2YC6NvVUIH8vTygGg",5
"ZDsneygztCiyFpkwSV0oTQ","l_Wey2YC6NvVUIH8vTygGg",5
"heFPmrcYxKzm_4sa7MhoQA","l_Wey2YC6NvVUIH8vTygGg",5
"WEHAJ0Ad6ywzk9JHO6Oxuw","l_Wey2YC6NvVUIH8vTygGg",2
"n7f6jJsxfgUpMNdvKnQtXg","W7-Ybhe6JWJFXjcbmgvdyA",1
"mY080Juh7DTkvLQJSJS1Pw","qUeBDN0D8SC93KeAHhiL-g",5
"QDK6bWO18Rwye2fKahr-sg","qUeBDN0D8SC93KeAHhiL-g",5
"prt4Pvu69WGv5pc87RuLMQ","qUeBDN0D8SC93KeAHhiL-g",5
"ab8Xc0MVHkhAOwE9IPgdJg","qUeBDN0D8SC93KeAHhiL-g",5
"3vjxPfzPfO4Q4O16Pt6huw","qUeBDN0D8SC93KeAHhiL-g",5
"nirDI3uVFOPMU0pB3SR7ow","qUeBDN0D8SC93KeAHhiL-g",5
"KpOVBdN4qnEa5ghu_t7TYQ","qUeBDN0D8SC93KeAHhiL-g",5
"TeK9p0ogpBFyyhH239RQ_Q","qUeBDN0D8SC93KeAHhiL-g",1
"5ZC_Tq2pT7fvCY3Ft2NIBQ","qUeBDN0D8SC93KeAHhiL-g",5
"GXeAd73xk18cTaaIexSA8w","qUeBDN0D8SC93KeAHhiL-g",5
"aBkRX6VGH4bJkiGAw5JbvA","qUeBDN0D8SC93KeAHhiL-g",5
"p7qT6rQc2A2zYupIi06yrw","qUeBDN0D8SC93KeAHhiL-g",5
"cwqUjIiUhXK8CFVdb9vAbw","qUeBDN0D8SC93KeAHhiL-g",5
